number,title,classification,timestamp,latitude,longitude,state
29013,Report 29013: Driver sees a Bigfoot cross the road while snowplowing Logan Canyon,Class A,2005-01-05T12:00:00Z,41.96181,-111.5333,Virginia
29690,Report 29690: Driver and passengers have late night sighting on mountain road in Bountiful Canyon,Class A,2004-03-04T12:00:00Z,40.91689,-111.8038,Virginia
679,Report 679: Marine had late night sighting on military base in Quantico,Class A,1957-07-01T12:00:00Z,38.52019,-77.36115,Virginia
1769,Report 1769: A sighting by two motorists,Class A,1992-07-01T12:00:00Z,38.05408,-79.77946,Virginia
2281,Report 2281: Shocked hikers watch hairy human-like animal run by them 10 feet away,Class A,1997-03-29T12:00:00Z,37.29854,-80.82856,Virginia
2283,"Report 2283: While out hiking in the woods with his dog, witness smelled a horrible smell.",Class A,1993-07-01T12:00:00Z,38.36911,-78.53718,Virginia
2284,"Report 2284: While driving home, witnesses observe 5-6 ft. tall hairy creature in middle of road",Class A,1998-05-30T12:00:00Z,37.02759,-80.38748,Virginia
2285,"Report 2285: Boy sees ""Bigfoot"" in the woods while looking out the car window",Class A,1984-04-08T12:00:00Z,37.22647,-81.09017,Virginia
4077,"Report 4077: Night sighting on the edge of Salem, within a few miles of Roanoke River",Class A,2002-04-04T12:00:00Z,37.2423,-80.13276,Virginia
4103,Report 4103: Daytime sighting on Route 17 near Church View,Class A,1978-08-01T12:00:00Z,37.72693,-76.6658,Virginia
7294,Report 7294: Witnesses in van catch brief glimpse of bipedal figure walking along road near Louisa,Class A,1998-12-15T12:00:00Z,38.02516,-77.97089,Virginia
7392,Report 7392: Youth catches standing figure in flashlight glow during camp-out,Class A,1970-05-16T12:00:00Z,36.63931,-78.55758,Virginia
9842,Report 9842: Man Sees Large Animal By Roadside,Class A,2003-12-07T12:00:00Z,37.585,-79.052,Virginia
10082,Report 10082: Hunter has daylight encounter near Gills Creek,Class A,2004-12-21T12:00:00Z,37.06266,-79.82829,Virginia
14952,Report 14952: Driver sees running figure along road at night near Woodlake,Class A,2006-06-02T12:00:00Z,37.44378,-77.6257,Virginia
17730,Report 17730: Late night sighting by motorists on Hwy 94 near the Wythe County border,Class A,1992-12-22T12:00:00Z,36.74465,-80.98215,Virginia
18623,Report 18623: Memory told of an early morning encounter with hairy biped near Buchanan,Class A,1972-11-18T12:00:00Z,37.54,-79.57,Virginia
22865,Report 22865: Hairy creature seen watching a college party on Butt Mountain,Class A,1990-08-11T12:00:00Z,37.3557,-80.5378,Virginia
23400,Report 23400: Upright creature crosses road in the path of a car near Newington Forest,Class A,1973-06-13T12:00:00Z,38.741,-77.23238,Virginia
24325,Report 24325: Four foot high fence barely slows 8-ft creature north of Fries,Class A,2007-09-29T12:00:00Z,36.745,-80.48,Virginia
24569,Report 24569: A couple remembers their daylight sighting while driving thru the Shenandoah National Park many years ago,Class A,1970-09-16T12:00:00Z,38.73048,-78.33453,Virginia
29305,Report 29305: Sasquatch charges witness after son fires shotgun near Blackstone (includes audio from follow-up investigation),Class A,2011-05-03T12:00:00Z,37.047,-77.90815,Virginia
30006,Report 30006: Hikers startled by encounter at remote cabin near Woodstock,Class A,2002-02-16T12:00:00Z,38.9766,-78.6205,Virginia
30258,Report 30258: Nighttime road crossing observed by a father and daughter near Quantico Marine Corp Base,Class A,2003-09-13T12:00:00Z,38.48342,-77.34673,Virginia
30462,Report 30462: Witness remembers several incidents including a close encounter on a dark road near Danville,Class A,1976-10-15T12:00:00Z,36.5587,-79.36079,Virginia
35477,Report 35477: Memory told of a nighttime sighting while joy riding on train tracks near Purcellville,Class A,1970-05-15T12:00:00Z,39.14588,-77.67422,Virginia
36072,Report 36072: Vacationing family observes & photographs a large hair covered figure in Grayson Highlands State Park,Class A,2011-10-14T12:00:00Z,36.62492,-81.48593,Virginia
40645,Report 40645: Memory told of observing a hairy biped close to Civil War fortifications near Fort Lee,Class A,1981-09-19T12:00:00Z,37.248,-77.354,Virginia
40959,Report 40959: Morning commuter sees tall biped at close range near Middletown,Class A,2013-04-23T12:00:00Z,38.98773,-78.20517,North Carolina
45570,Report 45570: Early morning road crossing near Woodstock,Class A,2014-04-03T12:00:00Z,38.90323,-78.48832,Virginia
49746,Report 49746: Motorist observes an adult Bigfoot with a baby cross the road at night North of Bedford,Class A,2015-09-09T12:00:00Z,37.38661,-79.55045,Vermont
51869,Report 51869: Close daylight encounter in a laurel thicket near Pearisburg,Class A,2015-08-17T12:00:00Z,35.8525,-80.6585,Washington
55306,"Report 55306: Young lady has a daylight sighting while at home, looking out a window near Floyd",Class A,2016-08-02T12:00:00Z,36.9846,-80.3755,Washington
13285,"Report 13285: Evening sighting by motorists on Tyson Road, off Route 100, outside Ludlow",Class A,2005-10-08T12:00:00Z,43.4654,-72.7051,Washington
406,"Report 406: Fisherman observes large, bipedal figure along Kalama River",Class A,1984-09-01T12:00:00Z,46.05333,-122.6228,Washington
423,"Report 423: Daylight sighting by fisherman near Easton, Washington",Class A,2000-10-08T12:00:00Z,47.3178,-121.2802,Washington
495,"Report 495: Passing motorist observes a tall, hairy animal in the headlights along a side road just off of the Orting-Kapowsin Highway",Class A,2000-10-07T12:00:00Z,47.0274,-122.3003,Washington
889,Report 889: Climber has night-time sighting near Mt. Adams wilderness,Class A,1991-07-15T12:00:00Z,46.295,-121.5478,Washington
898,Report 898: Young hunter sees an upright walking animal,Class A,1984-07-08T12:00:00Z,48.65528,-117.7619,Washington
930,Report 930: Sighting by a school group on summer field trip,Class A,1984-07-18T12:00:00Z,48.1609,-124.7312,Washington
933,Report 933: Family has face to face encounter with sasquatch in their back yard,Class A,1989-06-14T12:00:00Z,45.8581,-122.4089,Washington
938,Report 938: Unusual tracks found.,Class A,1991-09-15T12:00:00Z,46.37944,-117.9458,Washington
939,"Report 939: Large, bipedal creature looking in the cabin window",Class A,2000-01-24T12:00:00Z,46.48917,-117.9592,Washington
940,Report 940: Creature stepping over a guardrail,Class A,1984-07-14T12:00:00Z,46.1903,-123.1175,Washington
941,Report 941: Sighting by a hunter on the edge of a road,Class A,1981-09-15T12:00:00Z,47.7079,-122.9179,Washington
946,"Report 946: Unusual sounds heard, sighting of fast upright animal",Class A,1995-07-01T12:00:00Z,46.9782,-123.3893,Washington
956,"Report 956: Two men, four wheel driving, see Sasquatch on FS road",Class A,1982-11-26T12:00:00Z,47.425,-121.4142,Washington
958,"Report 958: Family find fresh, barefooted, humanlike footprints.",Class A,1994-10-01T12:00:00Z,47.33694,-123.5894,Washington
959,Report 959: Sighting by a deer hunter on a logging road.,Class A,1997-10-15T12:00:00Z,47.2475,-123.8886,Washington
986,Report 986: Hunter observes trio of animals near Nestor Peak Lookout,Class A,1982-10-15T12:00:00Z,45.81611,-121.5708,Washington
1077,Report 1077: Motorist has a daytime sighting of bigfoot crossing a road,Class A,1995-04-17T12:00:00Z,47.8925,-122.0111,Washington
1102,"Report 1102: Father and son glimpse large, upright animal while hunting near Smith Slough",Class A,1996-11-01T12:00:00Z,46.7818,-123.8793,Washington
1106,Report 1106: French hiker observes two bigfoot in Olympic National Park,Class A,2001-01-04T12:00:00Z,47.9261,-123.3769,Washington
1113,Report 1113: Northeast Washington resident sees a bigfoot looking in the window,Class A,1981-07-02T12:00:00Z,48.78389,-117.8106,Washington
1225,Report 1225: Creature seen crossing road,Class A,1997-07-03T12:00:00Z,47.41306,-123.8792,Washington
1226,Report 1226: Teens returning from baseball game were chased by bigfoot.,Class A,1972-08-31T12:00:00Z,47.0033,-123.4822,Washington
1382,Report 1382: Creature observed by hunters,Class A,1984-10-17T12:00:00Z,47.2831,-121.9258,Washington
1383,Report 1383: Creature seen running along a road,Class A,1973-04-18T12:00:00Z,47.29944,-122.1806,Washington
1388,"Report 1388: Hiker encounters huge, upright animal at creek on Grass Mountain",Class A,1990-06-18T12:00:00Z,47.1826,-121.7713,Washington
1390,Report 1390: Fisherman spots a large upright creature digging on the shore,Class A,1991-06-22T12:00:00Z,47.5279,-122.3454,Washington
1393,Report 1393: Sighting by two hikers,Class A,1988-06-25T12:00:00Z,47.7613,-122.7063,Washington
1395,Report 1395: Hunters observed creature just before vocalization screams were heard,Class A,1991-04-13T12:00:00Z,45.75806,-121.2303,Washington
1495,Report 1495: Man and wife in car see a sasquatch eating frogs on the road,Class A,1960-07-18T12:00:00Z,47.1305,-123.0966,Washington
1504,"Report 1504: Nighttime sighting by motorist on Hwy 101 (Coast Highway), 7-8 miles east of Port Angeles",Class A,1982-07-03T12:00:00Z,48.0985,-123.3261,Washington
1529,"Report 1529: Footprint found, scream heard in family corn field",Class A,2000-09-20T12:00:00Z,48.0028,-121.9572,Washington
1568,Report 1568: Creature observed turning it's head and looking straight at witness,Class A,1993-10-15T12:00:00Z,47.27667,-122.8858,Washington
1570,Report 1570: Three sets of tracks found,Class A,1998-09-12T12:00:00Z,48.75528,-117.4214,Washington
1571,Report 1571: Nighttime sighting by motorists,Class A,1991-05-10T12:00:00Z,48.74111,-117.4161,Washington
1573,Report 1573: Deer hunters find footprints in mud,Class A,1996-10-26T12:00:00Z,48.65083,-117.3347,Washington
1587,Report 1587: Loud vocalizations sounds heard,Class A,1990-05-03T12:00:00Z,46.94913,-122.6869,Washington
1594,Report 1594: Footprints found with huge Toes on each print,Class A,1997-11-28T12:00:00Z,47.01278,-121.4642,Washington
1595,Report 1595: Family sees an upright figure covered with black hair that walks across the road in front of their car,Class A,1979-12-07T12:00:00Z,47.3704,-122.782,California
1596,"Report 1596: Two men witness three large individuals, two very large and the other about two-thirds their size",Class A,1967-08-16T12:00:00Z,46.94917,-122.6869,Washington
1600,Report 1600: Civil War Reenactor sees bigfoot cross railroad tracks,Class A,1991-06-08T12:00:00Z,46.71833,-122.1767,Washington
1602,Report 1602: Sighting by campers,Class A,1995-06-10T12:00:00Z,47.01278,-121.4642,Washington
1617,Report 1617: Three hikers see something cross their path,Class A,1986-08-09T12:00:00Z,48.36861,-122.2778,Washington
1621,Report 1621: Fisherman witnesses bigfoot cross the road in front of his car,Class A,1969-03-05T12:00:00Z,45.66194,-122.0144,California
1644,Report 1644: Witness saw something he felt confident few men had ever seen,Class A,1967-10-18T12:00:00Z,46.385,-122.1379,Washington
1645,Report 1645: Witness observed creature walking up a hill,Class A,1971-08-27T12:00:00Z,46.27583,-122.2083,Washington
1650,Report 1650: Creature seen by witnesses at the bottom of the hill,Class A,1997-11-20T12:00:00Z,46.15194,-122.1572,Washington
1651,"Report 1651: Daylight observation from Beacon Rock, along the Columbia River",Class A,1978-04-29T12:00:00Z,45.62778,-122.0194,California
1652,"Report 1652: Multiple witness incident on the western slope of Silver Star Mt., near Pyramid Rock",Class A,1972-05-22T12:00:00Z,45.74639,-122.2375,Washington
1670,"Report 1670: Large footprint find, large creature witnessed by a school bus driver",Class A,1958-05-14T12:00:00Z,48.2475,-121.9425,Washington
1671,Report 1671: Motorists spots a bigfoot,Class A,1980-01-11T12:00:00Z,48.11556,-122.0958,Washington
1672,"Report 1672: Two backpackers see a large, dark, human-like form on a narrow trail",Class A,1980-06-28T12:00:00Z,48.1472,-121.3819,Washington
1673,"Report 1673: A hairy Man-like creature is spotted in a field, close to the road",Class A,1988-07-13T12:00:00Z,47.9817,-122.0447,Washington
1674,"Report 1674: 18"" tracks found in the snow by two witnesses who felt like they were being "" hunted "" by something big.",Class A,2000-02-06T12:00:00Z,47.7853,-121.6647,Washington
1682,Report 1682: Young boy awakened by a loud roaring scream (Part 3),Class A,1977-07-29T12:00:00Z,46.803,-122.4133,Washington
1683,Report 1683: A fisherman's encounter along a trail near Patison Lake,Class A,1984-05-16T12:00:00Z,46.985,-122.7669,Washington
1685,Report 1685: Skydivers witness creature while flying over mountain,Class A,1996-08-16T12:00:00Z,46.9974,-122.1694,Washington
1686,Report 1686: Woman sees bigfoot on two occasions along the same road,Class A,1996-08-30T12:00:00Z,46.71444,-120.6694,California
1687,Report 1687: Sasquatch seen while father and son were hunting elk,Class A,1997-10-25T12:00:00Z,46.97944,-121.0939,California
1689,Report 1689: A tall black creature covered with hair and very muscular was seen walking quickly across a clearing,Class A,1941-10-15T12:00:00Z,46.24639,-120.8681,Washington
1707,Report 1707: Department of Natural Resources tree-planting crew views two animals walking upright near Home Valley,Class A,1980-04-15T12:00:00Z,45.69833,-121.7753,Washington
1722,Report 1722: Creature sighted on White Horse Mt,Class A,1975-05-25T12:00:00Z,48.21167,-121.6769,Oregon
1723,Report 1723: Mt. Olympus Incident,Class A,1948-05-15T12:00:00Z,47.93722,-123.82,Washington
1724,Report 1724: Bonney Lake,Class A,1975-10-11T12:00:00Z,47.1772,-122.1852,Washington
1730,Report 1730: Lake Tapps,Class A,1975-10-13T12:00:00Z,47.2416,-122.1833,Washington
1749,Report 1749: Three brownish figures seen moving on nearby foothill,Class A,1977-08-27T12:00:00Z,48.8178,-122.1656,Washington
1772,"Report 1772: Family encounters large ""gorilla"" along road west of Morton",Class A,2000-10-11T12:00:00Z,46.5672,-122.2963,Washington
1776,Report 1776: Mom and son see 2 reddish brown animals in Morton,Class A,2000-04-15T12:00:00Z,46.55861,-122.2739,Washington
1777,"Report 1777: Family views large, reddish-brown animal near their home outside of Morton",Class A,2000-04-15T12:00:00Z,46.55861,-122.2739,Washington
1781,Report 1781: Two boys see a large animal wading in pond near Morton,Class A,1996-02-25T12:00:00Z,46.5579,-122.2988,Washington
1809,Report 1809: Two witnesses see a crouched figure on the beach. It stood up and walked into the nearby woods,Class A,1973-05-19T12:00:00Z,47.4549,-122.2825,Washington
1880,Report 1880: Man and his children find large barefoot tracks in snow,Class A,1977-12-29T12:00:00Z,48.1278,-121.7692,Washington
1925,"Report 1925: Strong odor, crunching footsteps and large human-like tracks found in snow",Class A,1976-01-30T12:00:00Z,48.36361,-120.1211,Washington
1973,"Report 1973: Teen hunter sees a sasquatch at a distance while bird hunting, and found tracks five years before",Class A,1967-03-15T12:00:00Z,46.23361,-119.3172,Washington
2017,"Report 2017: Large animal crosses road in broad day light near Cinabar, Washington",Class A,1999-04-15T12:00:00Z,46.61583,-122.4369,Washington
2047,"Report 2047: Thumping noise heard at night, footprints found in morning",Class A,1980-05-24T12:00:00Z,48.2681,-121.3314,Washington
2070,Report 2070: Two men see something walk up and over ridge behind home,Class A,2004-10-17T12:00:00Z,47.35305,-120.2955,Washington
2195,Report 2195: Girl watches large black sasquatch walk down ridge,Class A,2001-03-11T12:00:00Z,46.03944,-118.0711,Washington
2196,Report 2196: BFRO investigator finds tracks in snow 2001,Class A,2001-03-08T12:00:00Z,46.0675,-118.0519,Washington
2303,Report 2303: Woman see's dark upright man-like figure while walking dogs,Class A,2001-04-25T12:00:00Z,46.9382,-122.382,Washington
2599,Report 2599: Grays Harbor County Sheriff's Department Offense report/summary,Class A,1982-06-02T12:00:00Z,46.9705,-123.6288,Washington
2600,Report 2600: 1996 Memorial Day Weekend Video,Class A,1996-05-26T12:00:00Z,48.95835,-119.7084,Washington
2744,Report 2744: Large figure crosses the road in dawn hours near Battleground,Class A,1984-01-15T12:00:00Z,45.7811,-122.5322,Washington
3038,Report 3038: Evening sighting by motorist near Glenwood,Class A,2001-06-11T12:00:00Z,46.0722,-121.3055,Washington
3107,"Report 3107: Long range sighting of a tall, fast-moving animal traversing a snow field below Table Mountain (Mt. Baker area)",Class A,2001-09-09T12:00:00Z,48.5149,-121.2543,Washington
3150,Report 3150: Three witnesses throwing rocks in lake see a Bigfoot peeking at them,Class A,1965-07-30T12:00:00Z,47.3338,-121.2309,Washington
3202,"Report 3202: Nighttime sighting by family on Hwy 12 near Packwood, Labor Day Weekend",Class A,2001-09-01T12:00:00Z,46.67111,-121.5863,Washington
3281,"Report 3281: At night, soldier in training has sighting at Ft. Lewis",Class A,2004-10-10T12:00:00Z,46.96515,-122.69,Washington
3400,"Report 3400: Two experienced hunters see bigfoot, throw rock at it, and watch it turn and walk into timber",Class A,1992-01-01T12:00:00Z,46.766,-122.1652,Washington
3438,Report 3438: Five member family camping see a hairy upright animal,Class A,1995-05-26T12:00:00Z,47.0466,-121.51,Washington
3518,"Report 3518: Morning sighting by hiker, near Shuksan",Class A,1984-10-20T12:00:00Z,48.86,-121.6738,Washington
4301,"Report 4301: Elk hunter sees large, black animal walking upright along the Toutle River",Class A,2002-05-09T12:00:00Z,46.3261,-122.4988,California
4335,"Report 4335: Vocalization, followed by sighting near Carnation/Fall City",Class A,1999-06-15T12:00:00Z,47.6068,-121.9008,Washington
4353,"Report 4353: Young man encounters two large, upright animals near the Columbia River, west of Longview",Class A,1952-07-01T12:00:00Z,46.1911,-123.1875,Washington
4359,Report 4359: Motorists spot sasquatch and give chase near Mt. St. Helens,Class A,2002-05-18T12:00:00Z,46.3758,-122.5855,Washington
4380,Report 4380: Dirty white animal seen near apple orchard,Class A,1994-07-15T12:00:00Z,46.7002,-122.1983,Washington
4452,Report 4452: US Army Ranger training mission near Greenwater finds large barefoot human shaped tracks,Class A,1982-08-15T12:00:00Z,47.0183,-121.5344,Washington
4583,"Report 4583: Early afternoon sighting by motorist on US Hwy 2, near Skykomish",Class A,1977-08-14T12:00:00Z,47.6181,-121.3114,Washington
4737,Report 4737: Afternoon sighting by family on I-5 near Chehalis,Class A,2001-05-13T12:00:00Z,46.6622,-122.9627,Washington
4738,"Report 4738: Fishermen encounter upright, slender animal near Lone Butte",Class A,2002-08-03T12:00:00Z,45.8083,-121.9063,Washington
4779,Report 4779: Large animal lures men away from possible younger animal near Mt. St. Helens,Class A,1999-10-20T12:00:00Z,46.3105,-122.028,Washington
4808,Report 4808: Road trip pit stop in the woods,Class A,2002-08-04T12:00:00Z,48.53944,-121.745,Washington
4859,Report 4859: Daytime sighting by horseback riders one mile from Green River Gorge Bridge,Class A,1992-04-01T12:00:00Z,47.288,-121.9658,Washington
4940,Report 4940: Morning sighting by three fishermen near the east end of Riffe Lake,Class A,2002-09-14T12:00:00Z,46.5347,-122.4275,Washington
5299,Report 5299: Camping group has night time sighting near the Dosewallips River,Class A,2004-10-13T12:00:00Z,47.8306,-123.2135,Washington
5331,Report 5331: Upright creature walks on two legs towards hunter near Mt. Rainier National Park,Class A,2002-11-16T12:00:00Z,47.0019,-121.6279,Washington
5452,"Report 5452: A large bipedal animal seen in the headlights on hwy 12,  5 miles East of Packwood",Class A,1969-11-19T12:00:00Z,46.67389,-121.5867,Washington
5453,Report 5453: Large bipedal animal seen 5 miles East of Packwood on Hwy 12,Class A,1969-11-15T12:00:00Z,46.6711,-121.5863,Washington
5495,Report 5495: Large prints found in mud and then vocalizations heard south of Yakama Reservation,Class A,2003-03-18T12:00:00Z,45.9358,-120.9855,Washington
5771,Report 5771: Silhouette awakens boy while camping near S. Fork Nooksack River,Class A,2003-04-23T12:00:00Z,48.76075,-122.2156,Washington
6232,Report 6232: Nighttime sighting by motorist on KM Hill near Skamokawa,Class A,2003-04-24T12:00:00Z,46.33425,-123.5439,Washington
6303,Report 6303: Woman kayaking with family at Sullivan lake sees bigfoot,Class A,2003-07-17T12:00:00Z,48.83558,-117.2776,Washington
6309,Report 6309: Man see's an upright animal walk across the road,Class A,2003-05-08T12:00:00Z,47.94056,-122.7919,Washington
6347,Report 6347: Daylight sighting by residents near Yakima River,Class A,2003-07-21T12:00:00Z,46.4984,-120.4474,Washington
6425,Report 6425: Two hunters have a close encounter,Class A,1978-11-11T12:00:00Z,46.35639,-123.6081,Washington
6806,"Report 6806: Man approached by Sasquatch, south of Yacolt, WA",Class A,2003-11-05T12:00:00Z,45.8331,-122.3985,Washington
7003,Report 7003: Truck driver has brief roadside sighting,Class A,1978-06-21T12:00:00Z,47.4259,-123.8763,Washington
7117,"Report 7117: Hunter sees bigfoot cross road behind him west of Nile, WA",Class A,2003-11-07T12:00:00Z,46.80505,-121.0909,Washington
7146,Report 7146: Two teenage boys are approached during lakeside play,Class A,1992-08-15T12:00:00Z,47.4028,-123.2022,Washington
7229,Report 7229: Father and son encounter an ape-like creature near a stream,Class A,1998-04-01T12:00:00Z,47.8573,-121.6352,Washington
7382,Report 7382: Various incidents along the Kalama River.,Class A,2001-07-15T12:00:00Z,46.0471,-122.8294,Washington
7406,"Report 7406: Father and Son Hunting Mill Creek Drainage Near Walla Walla, WA see biped walking across slope",Class A,2003-11-19T12:00:00Z,46.0573,-117.9793,Washington
7441,Report 7441: Forest worker has many encounters with bigfoot,Class A,2004-11-16T12:00:00Z,47.763,-122.5344,Washington
7455,Report 7455: Hunting couple has visual and auditory encounter near coast,Class A,1999-10-15T12:00:00Z,46.81045,-124.072,Washington
7483,Report 7483: Morning daylight sighting around rural homes near Kent,Class A,1986-12-25T12:00:00Z,47.39,-122.2187,Washington
8339,Report 8339: Couple has sighting of something standing on a gravel road,Class A,2004-11-08T12:00:00Z,46.3105,-121.9256,Washington
8375,"Report 8375: While constructing ""fort,"" young teenager has afternoon sighting in Amboy off Rotschy Road",Class A,1993-02-15T12:00:00Z,45.8911,-122.4076,Washington
8597,Report 8597: Bigfoot crosses road in front of two teens going to school,Class A,2004-07-03T12:00:00Z,47.87725,-121.8943,Washington
8777,Report 8777: Boy observes sasquatch on hillside near Orting,Class A,1998-09-15T12:00:00Z,47.0958,-122.2356,Washington
9197,Report 9197: Motorist surprises animal crossing freeway,Class A,1980-09-07T12:00:00Z,48.68985,-122.4078,Washington
9946,Report 9946: Motorist Has Late Night Sighting Near Eagle Cliff,Class A,2004-11-29T12:00:00Z,46.05,-121.95,Washington
10354,Report 10354: Boy scout observes large brown animal on two legs run by him,Class A,2005-02-15T12:00:00Z,47.62769,-117.3606,Washington
10397,Report 10397: A bipedal subject seen standing in Hannan Lake,Class A,2005-04-20T12:00:00Z,47.485,-121.5287,Washington
10509,Report 10509: Large animal seen crouching near Baker Lake,Class A,2004-06-15T12:00:00Z,43.74251,-121.6009,Washington
10653,Report 10653: Young bike riders see large animal cross road,Class A,1974-06-27T12:00:00Z,47.18556,-122.2917,Washington
10974,"Report 10974: Large, white haired biped seen twice near Twisp",Class A,1987-03-15T12:00:00Z,48.321,-120.0745,Oregon
11918,Report 11918: Late night sighting by motorists near Kingston,Class A,2000-09-01T12:00:00Z,47.79,-122.54,Washington
12689,Report 12689: Nighttime sighting by motorist near Jarrel Cove State Park,Class A,2005-09-26T12:00:00Z,47.28069,-122.8833,Washington
12838,Report 12838: Night time sighting along B Street outside Aberdeen,Class A,2005-12-01T12:00:00Z,46.98621,-123.8161,Washington
12916,Report 12916: Daylight sighting by motorists near the town of Big Lake,Class A,1980-05-10T12:00:00Z,48.35552,-121.8668,Washington
13115,Report 13115: Daylight sighting by a backpacker on Silver Star Mountain (See Photos),Class A,2005-11-17T12:00:00Z,45.74715,-122.2339,Washington
13654,Report 13654: Man describes childhood encounter near Sunrise Elementary School in Puyallup,Class A,1983-05-11T12:00:00Z,47.14385,-122.3055,Washington
14112,Report 14112: Afternoon sighting by motorists near Quinault Fish Hatchery,Class A,2004-07-29T12:00:00Z,47.3631,-123.9718,Washington
14305,Report 14305: Late night sighting near Duvall,Class A,2005-06-23T12:00:00Z,47.7393,-121.9749,Washington
14534,Report 14534: Multiple witness sighting in daylight in a remote area near Holden,Class A,2006-07-25T12:00:00Z,48.19923,-120.7772,Washington
14982,Report 14982: Jefferson Head encounter by community service group,Class A,2006-11-03T12:00:00Z,47.74897,-122.4966,Washington
15135,Report 15135: Dusk sighting by a couple near a spring outside Omak,Class A,2006-09-28T12:00:00Z,48.32956,-119.187,Washington
15721,Report 15721: Forest worker has an encounter near Mount Rainier,Class A,2006-08-15T12:00:00Z,46.84565,-122.3076,Washington
16295,Report 16295: Mutliple daylight sightings in Suquamish,Class A,2008-01-28T12:00:00Z,47.45411,-122.3219,Washington
16364,Report 16364: Family on bikes sees black hairy creature walking in a riverbed near Fairfax,Class A,2001-05-01T12:00:00Z,47.01562,-122.0282,Washington
16994,Report 16994: Daylight sighting by fisherman at Lake Chopaka,Class A,2007-05-23T12:00:00Z,48.9588,-119.7085,Washington
17903,Report 17903: Possible sighting by motorist on perimeter of Deception State Park,Class A,2007-10-20T12:00:00Z,48.39936,-122.645,Washington
18620,Report 18620: Hunter describes close encounter outside Doty,Class A,2006-11-18T12:00:00Z,46.60207,-123.3749,Washington
18823,Report 18823: Young Man Has Surprise Encounter at High School Graduation Party,Class A,1982-06-04T12:00:00Z,47.00625,-123.2902,Washington
21189,Report 21189: Daylight sighting by boaters where Holden Creek flows into Lake Chelan,Class A,2007-08-23T12:00:00Z,48.31199,-120.6599,Washington
22475,Report 22475: Night watchmen at logging camp near Morton describes multiple incidents,Class A,2003-08-15T12:00:00Z,46.52352,-122.3045,Washington
23033,Report 23033: Daylight sighting reported to rangers by park visitor at Mount Rainier National Park,Class A,1994-09-24T12:00:00Z,46.67816,-121.5763,Washington
23160,Report 23160: Daylight encounter with two hunters south of Union (w/ cellphone photos),Class A,2007-11-16T12:00:00Z,47.49865,-123.2182,Washington
23558,Report 23558: Friends lost on backroads west of Olympia are stunned by a creature with large green eyes,Class A,2008-04-05T12:00:00Z,46.98278,-123.1742,Washington
23614,Report 23614: Motorist returning from fireworks display gets a good look at a bigfoot near Ashford,Class A,1987-07-05T12:00:00Z,46.75468,-122.1183,Washington
24129,Report 24129: Two very tall hairy creatures seen running down the road at night near Indianola,Class A,2008-07-01T12:00:00Z,47.4506,-122.3234,Washington
24379,Report 24379: Daylight road-crossing sighting by the U.S. Postal Carrier for the town of Quinault Lake (w/ low quality cellphone photos),Class A,2008-07-14T12:00:00Z,47.50319,-123.8343,Washington
24562,Report 24562: Man remembers running home when he and his friend spot a tall hairy creature near Woodinville,Class A,1974-10-16T12:00:00Z,47.75034,-122.1979,Washington
24568,Report 24568: Multiple witness sighting at Rattlesnake Lake,Class A,2000-08-14T12:00:00Z,47.43534,-121.7666,Washington
24751,"Report 24751: Young man, on camping trip with his family, sees a sasquatch near Naselle",Class A,2008-04-12T12:00:00Z,46.4205,-123.8165,Washington
24755,Report 24755: Truck Driver recalls daylight sighting east of North Bend,Class A,1990-12-03T12:00:00Z,47.48176,-121.6548,Washington
26065,Report 26065: California BFRO researcher has sighting with a thermal imaging unit in Wenatchee National Forest,Class A,2007-08-18T12:00:00Z,46.85,-121.25,Washington
26101,Report 26101: Teacher sees a bigfoot cross the highway in front of her near Aberdeen,Class A,1995-01-15T12:00:00Z,46.94102,-123.7727,Washington
26255,Report 26255: Woman tells of daylight sighting while hiking near Mud Mountain Dam,Class A,2002-07-15T12:00:00Z,47.13485,-121.9418,Washington
26403,"Report 26403: Man sees large, hair-covered figure while riding on train near the Cascade Tunnel",Class A,2009-08-04T12:00:00Z,47.70178,-121.1859,Washington
26567,Report 26567: Sasquatch sighted crossing Elk Meadows parking lot near Toutle Lake,Class A,2006-11-18T12:00:00Z,46.2965,-122.3431,Washington
27473,Report 27473: Man recounts seeing a sasquatch while driving a logging road near Snoqualmie,Class A,1991-10-15T12:00:00Z,47.57576,-121.7427,Washington
27803,Report 27803: Hikers near Eatonville surprise a sasquatch drinking from the river,Class A,2010-05-22T12:00:00Z,46.84748,-122.2719,Washington
28123,Report 28123: Teenager recounts his sighting as a very young boy on his property near Yacolt,Class A,1995-08-15T12:00:00Z,45.90052,-122.3898,Washington
28308,"Report 28308: Man has a close encounter with a large, upright creature in a swamp near Big Lake",Class A,2009-06-15T12:00:00Z,48.308,-122.215,Washington
28438,Report 28438: Hunter has a daylight sighting of a tall biped west of Darrington,Class A,2010-10-22T12:00:00Z,48.32675,-121.6962,Washington
28788,Report 28788: Memory told of close encounter with a sasquatch while picking up clay pigeons near Sumner,Class A,1976-09-15T12:00:00Z,47.17295,-122.2214,Washington
28898,Report 28898: Dusk and nighttime sightings by couple at rock quarry near Greenwater,Class A,2008-06-07T12:00:00Z,47.12045,-121.5298,Washington
